DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4654465;1;5;1;10;2;2;3;2017;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;15;2997,44599943405
4654466;1;1;1;10;1;1;3;1949;69;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;15;1278,05426384311
4654466;1;2;1;10;2;2;2;1946;72;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;15;1278,05426384311
4654466;1;3;1;10;3;1;9;1981;36;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;15;1278,05426384311
4654467;1;1;1;10;1;1;5;1956;62;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;15;1278,05426384311
4654467;1;2;1;10;2;2;11;1953;64;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;15;1278,05426384311
4654467;1;3;1;10;3;1;12;1985;32;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;15;1278,05426384311
4654468;1;1;1;10;1;1;6;1970;48;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;15;4496,06201043694
4654468;1;2;1;10;2;2;5;1969;49;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;15;4496,06201043694
4654468;1;3;1;10;3;2;7;1997;20;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;15;4496,06201043694
4654468;1;4;1;10;4;1;4;1999;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;15;4496,06201043694
4654468;1;5;1;10;5;1;2;2003;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;2;4;6; ; ;2;6;06;15;4496,06201043694
4654468;1;6;1;10;2;2;8;2011;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;15;4496,06201043694
4654468;1;7;1;10;2;1;9;2012;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;15;4496,06201043694
4654469;1;1;1;10;1;1;2;1947;71;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;15;1141,5983755757
4654469;1;2;1;10;2;2;10;1951;66;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;15;1141,5983755757
4654470;1;1;1;10;1;1;4;1950;68;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;15;1141,5983755757
4654470;1;2;1;10;2;2;8;1948;69;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;15;1141,5983755757
4654471;1;1;1;10;1;1;7;1946;71;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;15;1141,5983755757
4654471;1;2;1;10;2;2;4;1952;66;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;15;1141,5983755757
4654491;1;1;1;10;1;1;8;1976;41;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2232,49422642302
4654491;1;2;1;10;2;2;1;1982;36;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;2232,49422642302
4654491;1;3;1;10;3;2;1;2005;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;68;2232,49422642302
4654491;1;4;1;10;2;2;8;2011;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;68;2232,49422642302
4654491;1;5;1;10;2;2;6;2013;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;68;2232,49422642302
4654492;1;1;1;10;1;2;2;1973;45;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1982,63828824139
4654492;1;2;1;10;2;1;3;2007;11;3;6;2; ;1;1; ; ;2;2; ; ; ; ;2;1;1;1;3;4; ; ;2;4;06;68;1982,63828824139
4654492;1;3;1;10;1;2;7;2013;4;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1982,63828824139
4654493;1;1;1;10;1;2;8;1976;41;1;6;2; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1697,65203947682
4654493;1;2;1;10;2;2;10;2005;12;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;68;1697,65203947682
4654493;1;3;1;10;1;2;5;2011;7;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;68;1697,65203947682
4654494;1;1;1;10;1;1;3;1981;37;1;3;2; ;3; ;2; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2550,56845173842
4654494;1;2;1;10;1;2;1;2011;7;3; ;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;68;2550,56845173842
4654495;1;1;1;10;1;1;6;1953;65;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;3544,89226330299
4654495;1;2;1;10;2;1;9;1997;20;3;6;1;1;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;3544,89226330299
4654495;1;3;1;10;3;2;5;1995;23;3;2;1;1;3; ;2; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;3544,89226330299
4654495;1;4;1;10;3;1;4;2016;2;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;68;3544,89226330299
4654496;1;1;1;10;1;1;5;1942;76;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1007,86313239611
4654496;1;2;1;10;2;2;6;1952;65;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1007,86313239611
4654497;1;1;1;10;1;1;3;1949;69;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;68;1007,86313239611
4654497;1;2;1;10;2;2;2;1964;54;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1007,86313239611
4654498;1;1;1;10;1;1;8;1986;31;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;2799,37764267478
4654498;1;2;1;10;2;2;2;1988;30;2;2;2; ;2; ;1;1;2;1;36; ; ; ;2;1;2; ;4;6; ; ;2;6;06;68;2799,37764267478
4654498;1;3;1;10;3;2;4;2005;13;3;6;2; ;1;2; ; ;2;1;36; ; ; ;2;1;1;1;3;4; ; ;2;4;06;68;2799,37764267478
4654498;1;4;1;10;2;1;11;2008;9;3; ;1;1;1;2; ; ;2;1;36; ; ; ;2;1;1;1;3;2; ; ;2;2;06;68;2799,37764267478
4654498;1;5;1;10;2;2;5;2013;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;68;2799,37764267478
4654498;1;6;1;10;2;2;5;2013;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;68;2799,37764267478
4654499;1;1;1;10;1;2;6;1953;65;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1516,13169038692
4654499;1;2;1;10;2;2;6;2001;17;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;06;68;1516,13169038692
4654500;1;1;1;10;1;1;1;1984;34;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;4031,45252958445
4654500;1;2;1;10;2;2;10;1994;23;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;68;4031,45252958445
4654500;1;3;1;10;2;1;11;2011;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;68;4031,45252958445
4654500;1;4;1;10;2;1;8;2014;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;4031,45252958445
4654500;1;5;1;10;2;2;6;2016;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;68;4031,45252958445
4654500;1;6;1;10;2;2;9;2017;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;68;4031,45252958445
4654501;1;1;1;10;1;1;12;1966;51;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;68;1232,56763488077
4654501;1;2;1;10;2;2;8;1968;49;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1232,56763488077
4654502;1;1;1;10;1;1;11;1968;49;1;2;2; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;2079,41967843714
4654502;1;2;1;10;2;2;4;1990;28;2;2;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;2079,41967843714
4654502;1;3;1;10;2;1;9;2011;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;68;2079,41967843714
4654502;1;4;1;10;2;2;5;2015;3;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;2079,41967843714
4654503;1;1;1;10;1;1;7;1974;43;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1957,54322057835
4654503;1;2;1;10;2;2;4;1970;48;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;1957,54322057835
4654503;1;3;1;10;3;1;4;2002;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;68;1957,54322057835
4654504;1;1;1;10;1;1;10;1992;25;1;2;3; ;2; ;2; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2270,5998244338
4654505;1;1;1;10;1;1;2;1987;31;1;1;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;1512,53626218539
4654505;1;2;1;10;2;2;12;1988;29;2;1;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;1512,53626218539
4654505;1;3;1;10;2;2;1;2017;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;68;1512,53626218539
4654506;1;1;1;10;1;2;11;1969;48;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1257,66270254381
4654506;1;2;1;10;1;2;12;2009;8;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;68;1257,66270254381
4654507;1;1;1;10;1;1;3;1965;53;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1957,54322057835
4654507;1;2;1;10;2;2;7;1978;39;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1957,54322057835
4654507;1;3;1;10;3;1;5;2006;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1957,54322057835
4654508;1;1;1;10;1;1;2;1975;43;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;3689,3915594607
4654508;1;2;1;10;2;2;1;1977;41;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;3689,3915594607
4654508;1;3;1;10;3;1;9;1997;20;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;68;3689,3915594607
4654508;1;4;1;10;4;1;7;2000;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;68;3689,3915594607
4654508;1;5;1;10;5;2;4;2007;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;68;3689,3915594607
4654508;1;6;1;10;2;1;9;2015;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;68;3689,3915594607
4654509;1;1;1;10;1;1;5;1974;44;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;68;2270,5998244338
4654510;1;1;1;10;1;2;5;1972;46;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1984,56682842396
4654510;1;2;1;10;2;2;6;2003;14;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;68;1984,56682842396
4654510;1;3;1;10;1;1;3;2010;8;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;68;1984,56682842396
4654511;1;1;1;10;1;2;12;1960;57;1;5;3; ;2; ; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;06;68;1331,01591309548
4654511;1;2;1;10;2;1;7;1978;39;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;1331,01591309548
4654512;1;1;1;10;1;2;3;1956;62;1;5;3; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1007,86313239611
4654512;1;2;1;10;2;1;12;1985;32;3;1;3; ;1;1;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1007,86313239611
4654512;1;3;1;10;3;2;1;1983;35;5;1;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;68;1007,86313239611
4654512;1;4;1;10;3;2;10;2009;8;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;06;68;1007,86313239611
4654512;1;5;1;10;1;2;10;2012;5;4; ;1;2;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;68;1007,86313239611
4654513;1;1;1;10;1;1;2;1991;27;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;2990,55778867143
4654513;1;2;1;10;2;2;4;1996;22;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;2990,55778867143
4654513;1;3;1;10;2;2;10;2013;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;68;2990,55778867143
4654514;1;1;1;10;1;1;1;1961;57;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1813,04392442064
4654515;1;1;1;10;1;1;10;1941;76;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;1568,32290965691
4654515;1;2;1;10;2;2;5;1941;77;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1568,32290965691
4654515;1;3;1;10;3;1;4;1971;47;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1568,32290965691
4654515;1;4;1;10;4;2;8;1997;20;6;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1568,32290965691
4654516;1;1;1;10;1;1;10;1943;74;1;3;3; ;1;4;1;2;1; ; ;2;5; ;2;1;2; ;3;3; ; ;2;3;06;68;1007,86313239611
4654516;1;2;1;10;2;2;10;1949;68;2;3;3; ;3; ;1;1;1; ; ;2;5; ;2;1;2; ;3;1; ; ;2;1;06;68;1007,86313239611
4654516;1;3;1;10;3;1;3;1974;44;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1007,86313239611
4654516;1;4;1;10;2;2;4;1920;98;5;5;3; ;3; ; ; ;2;1;240; ; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1007,86313239611
4654517;1;1;1;10;1;1;7;1962;55;1;2;2; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;1007,86313239611
4654517;1;2;1;10;2;2;2;1968;50;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;1007,86313239611
4654518;1;1;1;10;1;2;2;1981;37;1;6;3; ;1;4; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1007,86313239611
4654518;1;2;1;10;2;2;11;2006;11;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;68;1007,86313239611
4654518;1;3;1;10;1;2;3;2011;7;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;68;1007,86313239611
4654518;1;4;1;10;4;2;1;1953;65;5;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1007,86313239611
4654519;1;1;1;10;1;1;11;1951;66;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;1007,86313239611
4654519;1;2;1;10;2;2;11;1951;66;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;68;1007,86313239611
4654520;1;1;1;10;1;1;11;1983;34;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2962,48743358054
4654520;1;2;1;10;2;2;12;1985;32;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;2962,48743358054
4654520;1;3;1;10;3;1;12;2003;14;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;06;68;2962,48743358054
4654520;1;4;1;10;4;1;10;2007;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;68;2962,48743358054
4654520;1;5;1;10;2;2;1;2012;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;68;2962,48743358054
4654521;1;1;1;10;1;2;2;1942;76;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;1076,1423534539
4654522;1;1;1;10;1;1;7;1980;37;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2780,96708449063
4654522;1;2;1;10;2;2;4;1961;57;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;2780,96708449063
4654522;1;3;1;10;3;1;4;1995;23;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2780,96708449063
4654522;1;4;1;10;4;1;3;2000;18;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;06;68;2780,96708449063
4654523;1;1;1;10;1;1;9;1990;27;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;3371,27868038648
4654523;1;2;1;10;2;2;2;1991;27;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;68;3371,27868038648
4654523;1;3;1;10;3;1;4;2007;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;68;3371,27868038648
4654523;1;4;1;10;2;2;8;2009;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;68;3371,27868038648
4654523;1;5;1;10;2;1;1;2011;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;68;3371,27868038648
4654523;1;6;1;10;2;1;2;2018;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;68;3371,27868038648
4654524;1;1;1;10;1;1;4;1980;38;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;2397,53255751136
4654524;1;2;1;10;2;2;9;1981;36;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;68;2397,53255751136
4654524;1;3;1;10;3;1;8;2003;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;68;2397,53255751136
4654524;1;4;1;10;4;2;7;2005;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;68;2397,53255751136
4654525;1;1;1;10;1;1;6;1984;34;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;3213,18651094066
4654525;1;2;1;10;2;2;7;1990;27;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;06;68;3213,18651094066
4654525;1;3;1;10;2;1;9;2009;8;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;06;68;3213,18651094066
4654525;1;4;1;10;2;1;4;2012;6;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;68;3213,18651094066
4654525;1;5;1;10;2;2;11;2014;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;3213,18651094066
4654525;1;6;1;10;2;1;5;2016;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;68;3213,18651094066
4654535;1;1;1;10;1;1;6;1986;32;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;06;68;2366,33446738428
4654535;1;2;1;10;2;2;12;1986;31;2;2;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;2366,33446738428
4654535;1;3;1;10;2;1;10;2013;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;2366,33446738428
4654535;1;4;1;10;2;1;10;2015;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;68;2366,33446738428
4654536;1;1;1;10;1;1;6;1992;26;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;2990,55778867143
4654536;1;2;1;10;2;2;6;1997;21;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;06;68;2990,55778867143
4654536;1;3;1;10;2;2;7;2013;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;68;2990,55778867143
4654537;1;1;1;10;1;1;4;1959;59;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;68;1007,86313239611
4654537;1;2;1;10;2;2;8;1963;54;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;68;1007,86313239611
4654538;1;1;1;10;1;1;10;1972;45;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1232,56763488077
4654538;1;2;1;10;2;2;2;1979;39;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1232,56763488077
4654539;1;1;1;10;1;1;3;1974;44;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;2270,5998244338
4654540;1;1;1;10;1;1;11;1964;53;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1957,54322057835
4654540;1;2;1;10;2;2;8;1969;48;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;1957,54322057835
4654540;1;3;1;10;3;1;12;1994;23;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;1957,54322057835
4654541;1;1;1;10;1;1;4;1953;65;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;68;2135,20632590867
4654541;1;2;1;10;2;2;12;1962;55;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2135,20632590867
4654541;1;3;1;10;3;2;9;1994;23;3;2;1;1;1;2;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;2135,20632590867
4654541;1;4;1;10;4;1;1;1993;25;5;2;3; ;2; ;1;3;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;2135,20632590867
4654541;1;5;1;10;3;1;3;2012;6;4; ;1;4;1;3; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;68;2135,20632590867
4654542;1;1;1;10;1;1;12;1953;64;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;2038,42493571291
4654542;1;2;1;10;2;2;11;1958;59;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;68;2038,42493571291
4654542;1;3;1;10;3;1;6;1996;22;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;2038,42493571291
4654542;1;4;1;10;4;2;12;2000;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;2038,42493571291
4654543;1;1;1;10;1;1;12;1956;61;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;1007,86313239611
4654543;1;2;1;10;2;2;11;1957;60;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;1007,86313239611
4654544;1;1;1;10;2;1;11;1930;87;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1383,20713236547
4654544;1;2;1;10;2;2;11;1942;75;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1383,20713236547
4654544;1;3;1;10;3;1;4;1972;46;3;3;1;1;1;2;2; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;1383,20713236547
4654544;1;4;1;10;4;1;7;1986;31;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;1383,20713236547
