DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4653701;1;3;2;3;1;4;6;5;5;1; ; ;98;98; ;2;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;73;450,020354256345
4653702;1;3;2;3;1;4;1;1;5;4; ; ; ;30000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2; ;5;2; ;1;1;4;1;1;1;2;2;2; ;1;1;01;2;06;73;1148,8964004517
4653704;1;6;2;3;1;4;1;1;4;4; ; ; ;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;73;500,711866285027
4653705;1;2;2;2;1;4;6;1;5;4; ; ; ;60000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;73;1221,19743929802
4653706;1;2;1;3;1;4;1;1;5;4; ; ; ;200000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;73;987,372040274011
4653707;1;3;1;3;1;4;1;1;5;1; ; ;98;20000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;4;1;1;1;2;2;2; ;1;2;01;2;06;73;605,586723945726
4653708;1;2;2;3;1;4;1;1;5;3; ; ; ; ;200000;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;73;1090,73546754816
4653709;1;4;2;3;1;4;1;1;5;1; ; ;98;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;415,121653005653
4653710;1;3;2;3;1;4;1;1;5;4; ; ; ;98; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;73;351,338714402347
4653711;1;3;2;3;1;4;1;1;4;1; ; ;5000000;250000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;1;4;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;06;73;836,487458004783
4653713;1;2;2;3;1;4;1;1;5;4; ; ; ;100000; ;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;4;2; ;1;1;5;2;1;2;2;2;2; ;1;2;01;2;06;73;492,764314435636
4653714;1;3;2;3;1;3;1;1;5;1; ; ;12000000;98; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;3;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;73;351,338714402347
4653715;1;4;2;3;1;4;6;1;5;1; ; ;98;200000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;73;636,60965077069
4653716;1;3;2;2;1;4;1;1;5;1; ; ;40000000;250000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;73;415,121653005653
4653717;1;2;1;3;1;4;1;1;5;1; ; ;10000000;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;73;537,121997922267
4653726;1;3;1;3;1;4;6;1;5;1; ; ;20000000;30000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;06;73;537,121997922267
4653727;1;2;1;3;1;4;6;1;4;4; ; ; ;100000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;3;2; ;1;1;2;3;1;1;2;2;2; ;2; ;01;2;06;73;970,208836275723
4653728;1;2;1;3;1;4;6;5;5;4; ; ; ;30000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;73;523,497075983086
4653729;1;4;3;3;1;4;6;5;5;1; ; ;3000000;200000; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;73;492,764314435636
4653730;1;2;2;3;1;1;6;1;5;1; ; ;15000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;4;5;2; ;1;1;5;3;1;2;2;2;1;1;2; ;01;2;06;73;549,508007104769
4653731;1;3;1;3;1;4;6;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;73;500,711866285027
4653732;1;6;3;3;1;1;6;1;5;1; ; ;98;400000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;4;5;2; ;1;1;5;3;1;2;2;2;1;1;2; ;01;2;06;73;568,75493474372
4653733;1;2;2;3;1;3;6;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;5;3;2; ;2;2;2; ;2; ;01;2;06;73;509,215695591643
4653734;1;3;1;3;1;4;6;1;5;1; ; ;98;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;2;3;2; ;2;2;2; ;2; ;01;2;06;73;537,121997922267
4653735;1;4;3;6; ;4;6;1;5;1; ; ;2500000;200000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;5;3;2; ;2;2;2; ;2; ;01;2;06;73;900,270396608089
4653736;1;2;1;3;1;4;6;1;5;2; ;170000;98;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2; ;1;1;5;3;2; ;2;2;2; ;2; ;01;2;06;73;337,47899157567
4653737;1;2;2;2;1;4;6;1;5;4; ; ; ;300000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;3;2; ;1;1;5;3;2; ;2;2;2; ;2; ;01;2;06;73;622,749927944014
4653738;1;3;2;2;1;4;6;1;5;4; ; ; ;98; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;2;3;2; ;2;2;2; ;2; ;01;2;06;73;500,711866285027
4653739;1;4;2;4;1;1;6;1;5;1; ; ;5000000;50000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;5;3;1;2;2;2;1;1;2; ;01;2;06;73;450,020354256345
4653740;1;4;2;3;1;1;1;1;5;4; ; ; ;120000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;1;8;1;1;01;2;06;73;1107,89867154645
4653741;1;3;1;3;1;4;6;5;5;1; ; ;45000000;40000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;06;73;559,907207620325
4653742;1;1;1;4;1;1;6;1;5;1; ; ;1500000;98; ;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;1;1;2;2;2;1;9;2; ;01;2;06;73;987,372040274011
4653743;1;3;2;3;1;4;1;1;5;1; ; ;98;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3;4;2; ;1;1;5;2;1;2;2;2;2; ;1;1;01;2;06;73;428,981375832329
4653744;1;3;2;3;1;3;6;5;4;1; ; ;98;98; ;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;1;1;0;2;2;2; ;2; ;01;2;06;73;537,121997922267
4653745;1;3;2;3;1;4;1;1;5;4; ; ; ;100000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1;3;2; ;1;1;5;2;1;2;2;2;2; ;1;1;01;2;06;73;415,121653005653
4653746;1;4;2;3;1;1;1;1;5;2; ;250000;20000000;300000; ;2;2;2;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;1;3;3;2; ;1;1;1;2;1;2;2;2;1;8;1;1;01;2;06;73;415,121653005653
4653748;1;4;3;2;1;4;6;1;5;4; ; ; ;120000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;06;73;750,662443837912
4653749;1;1;1;3;1;4;1;1;4;1; ; ;98;50000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;5;2;1;0;2;2;2; ;1;1;01;2;06;73;822,627735178106
4653750;1;3;3;3;1;4;1;1;4;1; ; ;7000000;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;1;4;2; ;1;1;1;2;1;2;2;2;1;8;1;1;01;2;06;73;700,392589373996
4653752;1;6;5;3;1;4;6;1;5;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;6;2; ;1;1;5;2;1;2;2;2;2; ;2; ;01;2;06;73;627,150668534751
4653753;1;4;1;3;1;5;6;1;4;1; ; ;98;98; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2; ;1;1;4;2;1;2;2;2;2; ;2; ;01;2;06;73;537,121997922267
4653755;1;2;2;3;1;1;1;1;5;4; ; ; ;98; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;7;2; ;1;1;5;2;1;2;2;2;1;8;1;1;01;2;06;73;979,056563399117
4653757;1;3;2;2;1;4;6;1;5;4; ; ; ;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;73;1221,19743929802
4653758;1;3;3;3;1;4;6;5;5;4; ; ; ;100000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;8;2; ;1;1;5;3;1;2;2;2;2; ;2; ;01;2;06;73;654,870114188105
4653759;1;4;2;3;2;4;6;1;5;1; ; ;98;150000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;4;5;2; ;1;1;4;2;1;2;2;2;2; ;1;2;01;2;06;73;891,954919733195
4653759;2;1;1;3;2;4;6;1;5;4; ; ; ;98; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;2;1;4;2;1;2;2;2;2; ;1;2;01;2;06;73;891,954919733195
4653761;1;3;1;2;1;4;6;1;4;4; ; ; ;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1;1;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;73;523,497075983086
4653762;1;2;1;2;1;4;6;6; ;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;73;523,497075983086
4653763;1;4;3;3;1;4;6;1;5;2; ;250000;98;250000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;3;5;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;73;650,469373597367
4653765;1;3;2;3;1;4;6;1;5;1; ; ;98;200000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;06;73;351,338714402347
4653766;1;4;2;3;1;4;6;3;5;1; ; ;50000000;250000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;4;2; ;1;1;5;2;1;2;2;2;2; ;1;2;01;2;06;73;636,374849883194
4653767;1;2;1;2;1;4;6;1;5;4; ; ; ;98; ;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;73;636,60965077069
4653768;1;4;2;3;1;1;1;1;4;1; ; ;20000000;100000; ;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;1;2;1;2;5;2; ;1;1;1;2;1;2;2;2;1;8;1;1;01;2;06;73;1087,19718548905
4653769;1;2;1;6; ;4;6;1;5;1; ; ;2000000;150000; ;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;8;1;1;0;2;2;2; ;2; ;01;2;06;73;908,020864312357
4653770;1;3;1;3;1;1;1;1;5;4; ; ; ;98; ;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;2;1;1;2;2;1;8;1;1;01;2;06;73;987,372040274011
4653771;1;1;1;3;1;4;6;1;5;1; ; ;1000000;98; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;1;5;1;1;0;2;2;2; ;2; ;01;2;06;73;904,717383140746
4653772;1;4;1;3;1;4;6;1;5;4; ; ; ;100000; ;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;73;559,907207620325
4653773;1;6;3;3;1;4;6;3;5;4; ; ; ;150000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;6;2; ;1;1;5;3;1;2;2;2;2; ;2; ;01;2;06;73;855,677912233962
4653774;1;3;2;3;1;4;6;1;5;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;73;605,586723945726
4653775;1;6;2;3;1;4;6;3;5;1; ; ;50000000;800000; ;2;2;2;1;1;1;2;2;2;2;1;2;1;2;1;2;2;1;2;2;2;1;3;4;2; ;1;1;5;2;1;2;2;2;2; ;2; ;01;2;06;73;683,229385375708
4653776;1;4;1;3;1;4;6;1;5;1; ; ;10000000;98; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;73;373,889123212909
4653779;1;5;2;3;1;4;6;3;5;4; ; ; ;200000; ;2;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;5;2; ;1;1;5;3;1;2;2;2;2; ;2; ;01;2;06;73;1221,19743929802
4653780;1;2;1;3;1;4;6;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;6;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;73;1221,19743929802
4653793;1;2;1;2;1;4;6;5;5;1; ; ;6000000;60000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;73;559,907207620325
4653795;1;3;3;3;1;4;6;1;5;4; ; ; ;300000; ;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;5;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;73;697,089108202385
4653801;1;3;2;3;1;4;6;5;5;4; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;73;428,981375832329
4653803;1;2;2;3;1;4;6;1;5;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;73;305,299359824504
4653804;1;3;2;3;1;4;6;1;5;1; ; ;5000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;73;537,121997922267
4653806;1;4;4;3;1;4;1;5;5;4; ; ; ;80000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;5;2; ;1;1;5;3;1;1;2;2;2; ;1;2;01;2;06;73;442,841098659006
4653807;1;5;3;2;1;4;1;1;5;4; ; ; ;500000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;4;8;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;73;1217,70776516244
4653813;1;2;1;2;1;4;1;1;5;1; ; ;98;40000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;587,813509950949
4653814;1;2;2;2;1;4;6;5;5;1; ; ;1000000;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;5;1;1;1;2;2;2; ;1;2;01;2;06;73;305,299359824504
4653815;1;2;1;2;1;4;6;1;5;4; ; ; ;100000; ;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;5;2;1;1;2;2;2; ;1;2;01;2;06;73;387,748846039586
4653816;1;4;3;3;1;4;6;1;5;4; ; ; ;50000; ;2;1;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;1;5;3;1;1;2;2;2; ;1;2;01;2;06;73;887,554179142458
4653817;1;2;1;2;1;4;6;1;5;1; ; ;98;40000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;73;451,531784642892
4653818;1;4;1;3;1;4;6;1;5;1; ; ;15000000;300000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;06;73;537,121997922267
4653819;1;5;1;3;1;4;1;1;4;4; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;73;559,907207620325
4653820;1;2;2;3;1;4;1;1;5;4; ; ; ;120000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;700,392589373996
4653822;1;3;1;3;1;4;6;1;5;1; ; ;40000000;98; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;2;1;9;2;2;2; ;2; ;01;2;06;73;537,121997922267
4653823;1;3;2;2;1;4;6;1;5;1; ; ;3000000;30000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;06;73;509,215695591643
4653824;1;4;2;3;1;4;6;1;5;4; ; ; ;50000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;3;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;73;822,627735178106
4653825;1;4;2;3;1;4;1;1;5;2; ;98;98;98; ;2;1;1;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;415,121653005653
4653826;1;2;1;3;1;4;6;1;5;4; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;5;2;1;2;2;2;2; ;2; ;01;2;06;73;373,889123212909
4653827;1;5;4;2;1;4;6;1;5;1; ; ;20000000;200000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;73;427,235144558286
4653828;1;1;1;3;1;4;6;1;5;4; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;4;2; ;1;1;5;3;1;2;2;2;2; ;2; ;01;2;06;73;636,60965077069
4653829;1;3;3;3;1;4;6;1;5;1; ; ;98;100000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;4;5;2; ;1;1;5;2;1;2;2;2;2; ;2; ;01;2;06;73;760,872046805691
4653830;1;4;3;2;1;4;6;1;5;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;73;364,43014097697
4653831;1;3;1;2;1;3;1;1;5;1; ; ;20000000;300000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;1;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;537,121997922267
4653833;1;2;2;2;1;4;1;5;4;3; ; ; ; ;100000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;7;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;2098,9843460599
4653834;1;3;1;2;1;4;1;1;4;1; ; ;20000000;300000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;1094,4668768844
4653835;1;3;1;2;1;4;1;1;5;1; ; ;32000000;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;1122,95228099973
4653837;1;2;2;3;1;4;1;5;5;1; ; ;8000000;50000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;4;1;1;1;1;5;1;1;2;2;2;2; ;1;1;01;2;06;73;1639,49493216781
4653838;1;4;4;3;1;4;1;1;5;4; ; ; ;500000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;4;6;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;1939,64247219426
4653839;1;3;1;3;1;4;1;1;5;1; ; ;98;98; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;1122,95228099973
4653840;1;2;1;3;1;4;1;1;5;4; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;1170,58895069947
4653841;1;4;2;3;1;4;1;1;4;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;657,925204223411
4653842;1;1;1;3;1;4;1;1;5;1; ; ;10000000;50000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1;1;2; ;1;1;5;3;1;0;2;2;2; ;1;1;01;2;06;73;1170,58895069947
4653843;1;4;3;3;1;4;1;1;5;1; ; ;20000000;100000; ;2;1;2;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;1030,21438896801
4653844;1;4;3;3;2;4;1;1;5;1; ; ;30000000;20000; ;2;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;1936,07050847302
4653844;2;1;1;3;2;4;1;1;4;4; ; ; ;20000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;4;2; ;2;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;1936,07050847302
4653845;1;2;1;2;1;4;1;1;4;4; ; ; ;25000; ;2;1;2;2;1;2;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;1123,44317542076
4653846;1;2;1;3;1;3;1;1;5;4; ; ; ;98; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;06;73;1467,87143176623
4653847;1;4;3;3;1;3;1;1;4;1; ; ;15000000;200000; ;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;5;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;06;73;1493,27576658134
4653848;1;4;1;3;1;4;1;3;4;4; ; ; ;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;73;1228,9322060077
4653849;1;2;2;2;1;4;1;1;5;4; ; ; ;100000; ;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;5;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;06;73;1927,36084565832
4653850;1;3;2;2;1;4;1;1;4;1; ; ;25000000;50000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;73;1122,95228099973
4653991;1;2;1;6; ;1;1;4;1;4; ; ; ;100000; ;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;1;2;1;1;2;2;1;3;1;2;01;2;06;08;3471,27835838868
