DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;RABAND;FT;DPTO;fex_c_2011
4656672;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;158,203766904071
4656672;1;2;1;50;41;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;158,203766904071
4656672;1;3;1;50;41;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;158,203766904071
4656673;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;168,356886158723
4656673;1;2;1;50;41;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;168,356886158723
4656674;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;169,31442756442
4656674;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;169,31442756442
4656675;1;1;1;50;41;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;156,984544232514
4656676;1;1;1;50;41;1; ; ;1;6;DISFRUTAR DE LA PENSION;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;156,131647988628
4656676;1;2;1;50;41;1; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;06;2;1;41;156,131647988628
4656677;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;173,934124308587
4656677;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;173,934124308587
4656678;1;1;1;50;41;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;168,813285546541
4656678;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;168,813285546541
4656678;1;3;1;50;41;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;168,813285546541
4656678;1;4;1;50;41;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;168,813285546541
4656678;1;5;1;50;41;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;168,813285546541
4656679;1;1;1;50;41;1; ; ;1;6;RECUPERANDOSE DE VIROSIS;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;41;179,289446205058
4656679;1;2;1;50;41;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;179,289446205058
4656681;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;141,50712986373
4656681;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;141,50712986373
4656682;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;171,512989900089
4656682;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;171,512989900089
4656682;1;3;1;50;41;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;171,512989900089
4656682;1;4;1;50;41;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;171,512989900089
4656686;1;1;1;50;41;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;152,8484450076
4656686;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;152,8484450076
4656686;1;3;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;152,8484450076
4656687;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;186,011064604761
4656687;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;186,011064604761
4656687;1;3;1;50;41;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;186,011064604761
4656689;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;172,976582902889
4656689;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;172,976582902889
4656693;1;1;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;173,934124308587
4656693;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;173,934124308587
4656696;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;175,527989382517
4656696;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;175,527989382517
4656697;1;1;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;176,485530788215
4656697;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;176,485530788215
4656698;1;1;1;50;41;1; ; ;1;6;HOSPITALIZADO CALCULOS EN URETRA;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;41;177,217327289615
4656699;1;1;1;50;41;1; ; ;1;6;DISFRUTANDO LA PENSION;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;159,434391463152
4656699;2;1;2;50;41;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;159,434391463152
4656699;3;1;3;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;159,434391463152
4656701;1;1;1;50;41;1; ; ;1;6;DISFRUTANDO DE LA PENSION;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;156,984544232514
4656702;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;224,024035429609
4656702;1;2;1;50;41;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;224,024035429609
4656702;1;3;1;50;41;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;224,024035429609
4656702;1;4;1;50;41;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;224,024035429609
4656702;1;5;1;50;41;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;224,024035429609
4656703;1;1;1;50;41;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;172,828285028969
4656703;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;172,828285028969
4656703;1;3;1;50;41;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;172,828285028969
4656704;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;189,898964847527
4656704;1;2;1;50;41;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;41;189,898964847527
4656704;1;3;1;50;41;1; ; ;3;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;41;189,898964847527
4656704;1;4;1;50;41;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;189,898964847527
4656705;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;169,31442756442
4656705;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;169,31442756442
4656706;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;173,202327807187
4656706;1;2;1;50;41;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;173,202327807187
4656706;1;3;1;50;41;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;173,202327807187
4656707;1;1;1;50;41;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;41;170,908292638351
4656707;1;2;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;170,908292638351
4656708;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;135,898864931527
4656708;1;2;1;50;41;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;135,898864931527
4656709;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;146,995809744154
4656709;1;2;1;50;41;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;146,995809744154
4656709;1;3;1;50;41;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;146,995809744154
4656709;1;4;1;50;41;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;146,995809744154
4656709;1;5;1;50;41;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;146,995809744154
4656709;1;6;1;50;41;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;146,995809744154
4656709;1;7;1;50;41;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;146,995809744154
4656710;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;189,67321994323
4656710;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;189,67321994323
4656710;1;3;1;50;41;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;189,67321994323
4656711;1;1;1;50;41;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;132,615661950499
4656711;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;132,615661950499
4656711;1;3;1;50;41;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;41;132,615661950499
4656712;1;1;1;50;41;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;2;1;41;154,566495736838
4656712;1;2;1;50;41;1; ; ;2;6;VACACIONES REMUNERADAS;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;41;154,566495736838
4656712;1;3;1;50;41;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;154,566495736838
4656712;1;4;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;154,566495736838
4656712;1;5;1;50;41;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;154,566495736838
4656712;1;6;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;154,566495736838
4656713;1;1;1;50;41;1; ; ;1;4; ;2;2;2;2;1;9; ; ; ; ; ; ;06;2;1;41;162,274677340074
4656713;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;162,274677340074
4656713;1;3;1;50;41;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;162,274677340074
4656713;1;4;1;50;41;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;162,274677340074
4656715;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;189,67321994323
4656715;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;189,67321994323
4656715;1;3;1;50;41;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;189,67321994323
4656716;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;181,992236471428
4656716;1;2;1;50;41;1; ; ;2;4; ;2;2;2;2;1;13;COSAS PERSONALES; ; ; ; ; ;06;2;1;41;181,992236471428
4656716;1;3;1;50;41;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;181,992236471428
4656716;1;4;1;50;41;1; ; ;4;4; ;2;2;2;2;1;7; ;2; ;2; ; ;06;1;1;41;181,992236471428
4656717;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;160,903471257619
4656717;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;160,903471257619
4656718;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;135,898864931527
4656718;1;2;1;50;41;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;135,898864931527
4656719;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;165,144215644345
4656720;1;1;1;50;41;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;41;201,972076492798
4656720;1;2;1;50;41;1; ; ;1;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;201,972076492798
4656720;1;3;1;50;41;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;201,972076492798
4656720;1;4;1;50;41;1; ; ;4;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;201,972076492798
4656721;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;144,790332844758
4656722;1;1;1;50;41;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;135,898864931527
4656722;1;2;1;50;41;1; ; ;2;6;DISFRUTANDO DE LA PENSION;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;135,898864931527
4656723;1;1;1;50;41;1; ; ;1;6;DESCANSAR EN EL HOGAR;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;144,790332844758
4656724;1;1;1;50;41;1; ; ;1;6;VACACIONES REMUNERADAS;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;41;161,861012663317
4656724;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;161,861012663317
4656725;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;160,903471257619
4656725;1;2;1;50;41;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;160,903471257619
4656726;1;1;1;50;41;1; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;131,27916818736
4656726;1;3;1;50;41;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;131,27916818736
4656727;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;168,356886158723
4656727;1;2;1;50;41;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;41;168,356886158723
4656728;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;187,094615332167
4656728;1;2;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;187,094615332167
4656728;1;3;1;50;41;1; ; ;3;6;ESTUDIA EDUCACION NO FORMAL (CURSO CORTO);2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;187,094615332167
4656728;1;4;1;50;41;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;187,094615332167
4656729;1;1;1;50;41;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;41;141,50712986373
4656729;1;2;1;50;41;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;141,50712986373
4656730;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;168,356886158723
4656730;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;168,356886158723
4656732;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;173,934124308587
4656732;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;173,934124308587
4656735;1;1;1;50;41;1; ; ;1;6;VACACIONES LABORALES;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;41;170,650921327559
4656735;1;2;1;50;41;1; ; ;2;6;VACACIONES LABORALES;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;41;170,650921327559
4656735;1;3;1;50;41;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;41;170,650921327559
4656736;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;168,356886158723
4656736;1;2;1;50;41;1;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;41;168,356886158723
4656737;1;1;1;50;41;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;41;168,58263106302
4656737;1;2;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;168,58263106302
4656737;1;3;1;50;41;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;168,58263106302
4656739;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;149,686341769057
4656739;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;149,686341769057
4656739;1;3;1;50;41;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;41;149,686341769057
4656739;1;4;1;50;41;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;41;149,686341769057
4656751;1;1;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;94,3424131171122
4656752;1;1;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;124,400935070921
4656752;1;2;1;50;44;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;2;1;44;124,400935070921
4656753;1;1;1;50;44;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;86,7055868557175
4656753;1;2;1;50;44;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;44;86,7055868557175
4656753;1;3;1;50;44;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;44;86,7055868557175
4656754;1;1;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;134,334848635066
4656754;1;2;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;134,334848635066
4656754;1;3;1;50;44;1; ; ;3;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;134,334848635066
4656754;1;4;1;50;44;1; ; ;4;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;134,334848635066
4656754;1;5;1;50;44;1; ; ;5;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;134,334848635066
4656755;1;1;1;50;44;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;172,297238606375
4656755;1;2;1;50;44;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;06; ;1;44;172,297238606375
4656755;1;3;1;50;44;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;172,297238606375
4656756;1;1;1;50;44;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;88,5864335064672
4656756;1;2;1;50;44;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;88,5864335064672
4656756;1;4;1;50;44;1; ; ;2;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;88,5864335064672
4656757;1;1;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;123,321973442423
4656758;1;1;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;75,9844519658677
4656758;1;2;1;50;44;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;44;75,9844519658677
4656758;1;3;1;50;44;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;75,9844519658677
4656759;1;1;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;115,026829406346
4656759;1;2;1;50;44;1; ; ;2;4; ;2;2;2;2;1;2; ;1;2; ; ; ;06;1;1;44;115,026829406346
4656760;1;1;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;101,773360012765
4656760;1;2;1;50;44;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;101,773360012765
4656761;1;1;1;50;44;1;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;44;121,298374218973
4656761;1;2;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;121,298374218973
4656761;1;3;1;50;44;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;121,298374218973
4656762;1;1;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;97,4775831990545
4656762;1;2;1;50;44;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;97,4775831990545
4656762;1;3;1;50;44;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;97,4775831990545
4656762;1;4;1;50;44;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;97,4775831990545
4656763;1;1;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;99,6254716059099
4656763;1;2;1;50;44;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;99,6254716059099
4656763;1;3;1;50;44;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;99,6254716059099
4656764;1;1;1;50;44;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;87,5607235850261
4656764;1;2;1;50;44;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;87,5607235850261
4656764;1;3;1;50;44;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;87,5607235850261
4656764;1;5;1;50;44;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;87,5607235850261
4656764;1;6;1;50;44;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;87,5607235850261
4656765;1;1;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;119,713882238633
4656765;1;2;1;50;44;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;44;119,713882238633
4656767;1;1;1;50;44;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;120,10515825721
4656767;1;2;1;50;44;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;120,10515825721
4656767;1;3;1;50;44;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;120,10515825721
4656767;1;4;1;50;44;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;120,10515825721
4656768;1;1;1;50;44;1; ; ;1;6;DILIGENCIAS MEDICAS;2;2;2;2;1;2; ;2; ;2; ; ;06;1;1;44;54,0688053097375
4656768;1;2;1;50;44;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;54,0688053097375
4656768;1;3;1;50;44;1;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;44;54,0688053097375
4656768;1;4;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;54,0688053097375
4656768;1;5;1;50;44;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;54,0688053097375
4656768;1;6;1;50;44;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;54,0688053097375
4656768;1;7;1;50;44;1; ; ;7;4; ;2;2;2;2;1;8; ;2; ;2; ; ;06;1;1;44;54,0688053097375
4656769;1;1;1;50;44;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;44;111,670049979299
4656769;1;2;1;50;44;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;44;111,670049979299
4656769;1;3;1;50;44;1; ; ;3;3; ;2;2;2;2;1;2; ;1;2; ; ; ;06;1;1;44;111,670049979299
4656769;1;4;1;50;44;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;111,670049979299
4656769;1;5;1;50;44;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;111,670049979299
4656769;1;6;1;50;44;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;111,670049979299
4656771;1;1;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;155,399480252065
4656771;1;2;1;50;44;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;155,399480252065
4656771;1;3;1;50;44;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;155,399480252065
4656771;1;4;1;50;44;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;155,399480252065
4656771;1;5;1;50;44;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;155,399480252065
4656772;1;1;1;50;44;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;90,7343219133226
4656772;1;2;1;50;44;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;44;90,7343219133226
4656773;1;1;1;50;44;1;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;44;158,573078580361
4656773;1;2;1;50;44;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;158,573078580361
4656774;1;1;1;50;44;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;44;101,773360012765
4656774;1;2;1;50;44;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;44;101,773360012765
